23,38,800,0,0,0
23,38,800,0,0,0
23,38,800,0,0,0
23,38,800,0,0,0
23,38,800,0,0,0
23,38,800,0,0,0
23,38,800,0,0,0
22,38,800,0,0,0
22,38,800,0,0,0
22,38,800,0,0,0
22,38,800,0,0,0
22,38,800,0,0,0
22,38,800,0,0,0
23,38,800,0,0,0
23,38,800,0,0,0
23,38,810,0,0,0
23,38,810,0,0,0
23,38,810,0,0,0
23,38,800,0,0,0
23,38,800,0,0,0
21,38,800,0,0,0
21,38,800,0,0,0
21,38,800,0,0,0
21,38,800,0,0,0
21,38,800,0,0,0
21,38,800,0,0,0
20,38,800,0,0,0
20,38,800,0,0,0
20,38,790,0,0,0
20,38,790,0,0,0
20,38,790,0,0,0
20,34,780,0,0,0
20,34,790,0,0,0
20,34,800,0,0,0
20,34,800,0,0,0
20,33,800,0,0,0
23,34,800,0,0,0
23,34,800,0,0,0
23,38,800,0,0,0
23,44,800,0,0,0
22,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,44,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
22,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
21,42,800,0,0,0
23,40,800,0,0,0
23,38,800,0,0,0
23,38,800,0,0,0
23,38,800,0,0,0
24,38,800,0,0,0
23,38,800,0,0,0
23,40,800,0,0,0
23,42,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
24,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
24,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,830,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,43,800,0,0,0
23,42,800,0,0,0
23,40,800,0,0,0
23,40,800,0,0,0
23,40,800,0,0,0
23,40,800,0,0,0
23,40,800,0,0,0
23,40,800,0,0,0
22,40,800,0,0,0
23,40,800,0,0,0
23,40,800,0,0,0
23,40,800,0,0,0
23,40,800,0,0,0
23,40,800,0,0,0
23,45,800,0,0,0
23,45,800,0,0,0
23,45,800,0,0,0
23,45,800,0,0,0
23,45,800,0,0,0
23,45,800,0,0,0
23,45,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,800,0,0,0
23,47,810,0,0,0
23,47,810,0,0,0
23,47,810,0,0,0
23,47,810,0,0,0
23,47,810,0,0,0
23,47,810,0,0,0
23,47,810,0,0,0
23,47,810,0,0,0
23,47,810,0,0,0
23,47,810,0,0,0
23,47,810,0,0,0
23,47,810,0,0,0
